[Header]
Application Name	LabSolutions
Version	5.99
Data File Name	D:\shaun\Data\20220912\HLx-purified001.lcd
Output Date	26/09/2022
Output Time	17:22:17

[File Information]
Type	Data File
Generated	13/09/2022 18:10:05
Generated by	System Administrator
Modified	26/09/2022 17:21:11
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	13/09/2022 18:10:32
Sample Type	0:Unknown
Level	0
Sample Name	
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	5

[Original Files]
Data File	D:\shaun\Data\20220912\HLx-purified001.lcd
Method File	D:\shaun\Method\Analysis_05to80_60deg_200720.lcm
Batch File	D:\shaun\Batch\20220913.lcb
Report Format File	D:\shaun\Data\shaun-report.lsr

[File Description]


[Configuration]
Instrument Name	UPLC
Instrument #	2
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	2

[Peak Table(PDA-Ch1)]
# of Peaks	3
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
9.76000	5571
9.76400	5562
9.76800	5586
9.77200	5651
9.77600	5759
9.78000	5896
9.78400	6031
9.78800	6125
9.79200	6156
9.79600	6129
9.80000	6086
9.80400	6083
9.80800	6160
9.81200	6335
9.81600	6570
9.82000	6804
9.82400	6984
9.82800	7074
9.83200	7072
9.83600	7002
9.84000	6886
9.84400	6746
9.84800	6602
9.85200	6466
9.85600	6350
9.86000	6271
9.86400	6256
9.86800	6325
9.87200	6490
9.87600	6743
9.88000	7045
9.88400	7331
9.88800	7521
9.89200	7559
9.89600	7429
9.90000	7171
9.90400	6863
9.90800	6594
9.91200	6422
9.91600	6371
9.92000	6421
9.92400	6529
9.92800	6675
9.93200	6912
9.93600	7391
9.94000	8415
9.94400	11208
9.94800	19891
9.95200	41558
9.95600	82321
9.96000	143583
9.96400	220887
9.96800	303383
9.97200	376316
9.97600	426782
9.98000	448412
9.98400	442436
9.98800	414987
9.99200	373723
9.99600	325898
10.00000	277243
10.00400	231450
10.00800	190622
10.01200	155658
10.01600	126553
10.02000	102833
10.02400	83875
10.02800	68986
10.03200	57413
10.03600	48438
10.04000	41401
10.04400	35737
10.04800	31047
10.05200	27144
10.05600	24038
10.06000	21860
10.06400	20737
10.06800	20645
10.07200	21333
10.07600	22339
10.08000	23132
10.08400	23290
10.08800	22631
10.09200	21230
10.09600	19349
10.10000	17302
10.10400	15358
10.10800	13708
10.11200	12474
10.11600	11730
10.12000	11525
10.12400	11843
10.12800	12578
10.13200	13529
10.13600	14447
10.14000	15099
10.14400	15327
10.14800	15082
10.15200	14420
10.15600	13455
10.16000	12323
10.16400	11156
10.16800	10066
10.17200	9125
10.17600	8378
10.18000	7837
10.18400	7468
10.18800	7209
10.19200	6990
10.19600	6759
10.20000	6498
10.20400	6235
10.20800	6036
10.21200	5983
10.21600	6126
10.22000	6441
10.22400	6840
10.22800	7201
10.23200	7408
10.23600	7408
10.24000	7227
10.24400	6946
10.24800	6671
10.25200	6490
10.25600	6450
10.26000	6542
10.26400	6711
10.26800	6872
10.27200	6951
10.27600	6912
10.28000	6767
10.28400	6553
10.28800	6320
10.29200	6109
10.29600	5925
10.30000	5754
10.30400	5582
10.30800	5400
10.31200	5209
10.31600	5023
10.32000	4847
10.32400	4687
10.32800	4537
10.33200	4394
10.33600	4254
10.34000	4116
10.34400	3986
10.34800	3874
10.35200	3793
10.35600	3760
10.36000	3782
10.36400	3858
10.36800	3973
10.37200	4109
10.37600	4242
10.38000	4352
10.38400	4421
10.38800	4438
10.39200	4404
10.39600	4331
10.40000	4232
10.40400	4136
10.40800	4067
10.41200	4042
10.41600	4067
10.42000	4143
10.42400	4262
10.42800	4413
10.43200	4580
10.43600	4752
10.44000	4915
10.44400	5049
10.44800	5125
10.45200	5112
10.45600	4993
10.46000	4776
10.46400	4486
10.46800	4161
10.47200	3837
10.47600	3543
10.48000	3290
10.48400	3080
10.48800	2917
10.49200	2806
10.49600	2746
10.50000	2732
10.50400	2762
10.50800	2828
10.51200	2905
10.51600	2976
10.52000	3022
10.52400	3028
10.52800	2989
10.53200	2912
10.53600	2801
10.54000	2668
10.54400	2526
10.54800	2384
10.55200	2250
10.55600	2133
10.56000	2037
10.56400	1961
10.56800	1898
10.57200	1848
10.57600	1811
10.58000	1786
10.58400	1783
10.58800	1819
10.59200	1910
10.59600	2061
10.60000	2256
10.60400	2466
10.60800	2647
10.61200	2757
10.61600	2774
10.62000	2695
10.62400	2541
10.62800	2343
10.63200	2134
10.63600	1938
10.64000	1766
10.64400	1622
10.64800	1510
10.65200	1424
10.65600	1360
10.66000	1312
10.66400	1280
10.66800	1257
10.67200	1240
10.67600	1229
10.68000	1222
10.68400	1219
10.68800	1217
10.69200	1218
10.69600	1219
10.70000	1216
10.70400	1208
10.70800	1199
10.71200	1192
10.71600	1191
10.72000	1198
10.72400	1210
10.72800	1224
10.73200	1234
10.73600	1233
10.74000	1221
10.74400	1198
10.74800	1169
10.75200	1136
10.75600	1100
10.76000	1064
10.76400	1030
10.76800	1000
10.77200	974
10.77600	950
10.78000	932
10.78400	917
10.78800	904
10.79200	895
10.79600	887
10.80000	881
10.80400	876
10.80800	873
10.81200	869
10.81600	864
10.82000	857
10.82400	848
10.82800	837
10.83200	829
10.83600	824
10.84000	821
10.84400	820
10.84800	818
10.85200	815
10.85600	811
10.86000	804
10.86400	800
10.86800	800
10.87200	801
10.87600	807
10.88000	814
10.88400	819
10.88800	822
10.89200	824
10.89600	824
10.90000	823
10.90400	822
10.90800	822
10.91200	825
10.91600	829
10.92000	835
10.92400	844
10.92800	857
10.93200	868
10.93600	874
10.94000	880
10.94400	882
10.94800	880
10.95200	874
10.95600	867
10.96000	865
10.96400	868
10.96800	875
10.97200	886
10.97600	896
10.98000	901
10.98400	900
10.98800	886
10.99200	861
10.99600	831
11.00000	794
11.00400	758
11.00800	728
11.01200	703
11.01600	683
11.02000	669
11.02400	659
11.02800	654
11.03200	654
11.03600	655
11.04000	655
11.04400	654
11.04800	653
11.05200	652
11.05600	649
11.06000	647
11.06400	645
11.06800	642
11.07200	642
11.07600	642
11.08000	644
11.08400	650
11.08800	657
11.09200	664
11.09600	671
11.10000	678
11.10400	687
11.10800	695
11.11200	702
11.11600	706
11.12000	706
11.12400	707
11.12800	708
11.13200	707
11.13600	705
11.14000	705
11.14400	704
11.14800	701
11.15200	696
11.15600	692
11.16000	688
11.16400	683
11.16800	682
11.17200	681
11.17600	685
11.18000	697
11.18400	718
11.18800	745
11.19200	777
11.19600	814
11.20000	852
11.20400	890
11.20800	920
11.21200	939
11.21600	944
11.22000	930
11.22400	900
11.22800	861
11.23200	813
11.23600	759
11.24000	708
11.24400	664
11.24800	627
11.25200	598
11.25600	575
11.26000	559
11.26400	551
11.26800	547
11.27200	541
11.27600	541
11.28000	543
11.28400	547
11.28800	556
11.29200	566
11.29600	578
11.30000	589
11.30400	598
11.30800	608
11.31200	617
11.31600	626
11.32000	634
11.32400	639
11.32800	639
11.33200	639
11.33600	637
11.34000	632
11.34400	627
11.34800	624
11.35200	620
11.35600	614
11.36000	608
11.36400	604
11.36800	604
11.37200	608
11.37600	612
11.38000	619
11.38400	635
11.38800	657
11.39200	689
11.39600	735
11.40000	800
11.40400	883
11.40800	989
11.41200	1119
11.41600	1264
11.42000	1415
11.42400	1560
11.42800	1683
11.43200	1768
11.43600	1801
11.44000	1773
11.44400	1683
11.44800	1531
11.45200	1329
11.45600	1096
11.46000	849
11.46400	611
11.46800	402
11.47200	236
11.47600	116
11.48000	48
11.48400	30
11.48800	45
11.49200	88
11.49600	148
11.50000	213
11.50400	277
11.50800	338
11.51200	392
11.51600	439
11.52000	484
11.52400	526
11.52800	571
11.53200	628
11.53600	704
11.54000	807
11.54400	948
11.54800	1138
11.55200	1382
11.55600	1686
11.56000	2048
11.56400	2452
11.56800	2881
11.57200	3305
11.57600	3693
11.58000	4006
11.58400	4209
11.58800	4276
11.59200	4188
11.59600	3944
11.60000	3553
11.60400	3038
11.60800	2431
11.61200	1775
11.61600	1111
11.62000	477
11.62400	-96
11.62800	-580
11.63200	-956
11.63600	-1220
11.64000	-1371
11.64400	-1419
11.64800	-1372
11.65200	-1248
11.65600	-1071
11.66000	-861
11.66400	-643
11.66800	-440
11.67200	-265
11.67600	-127
11.68000	-29
11.68400	32
11.68800	66
11.69200	81
11.69600	86
11.70000	89
11.70400	100
11.70800	120
11.71200	145
11.71600	175
11.72000	207
11.72400	240
11.72800	273
11.73200	303
11.73600	331
11.74000	358
11.74400	386
11.74800	411
11.75200	434
11.75600	459
11.76000	480
11.76400	494
11.76800	501
11.77200	503
11.77600	502
11.78000	495
11.78400	481
11.78800	465
11.79200	451
11.79600	440
11.80000	428
11.80400	420
11.80800	416
11.81200	416
11.81600	419
11.82000	428
11.82400	439
11.82800	449
11.83200	457
11.83600	463
11.84000	469
11.84400	474
11.84800	479
11.85200	482
11.85600	484
11.86000	484
11.86400	483
11.86800	481
11.87200	481
11.87600	483
11.88000	486
11.88400	489
11.88800	494
11.89200	498
11.89600	501
11.90000	506
11.90400	514
11.90800	523
11.91200	533
11.91600	538
11.92000	543
11.92400	548
11.92800	550
11.93200	552
11.93600	555
11.94000	558
11.94400	561
11.94800	565
11.95200	568
11.95600	570
11.96000	573
11.96400	578
11.96800	582
11.97200	589
11.97600	599
11.98000	608
11.98400	620
11.98800	634
11.99200	650
11.99600	664
12.00000	673
12.00400	681
12.00800	683
12.01200	679
12.01600	672
12.02000	657
12.02400	637
12.02800	619
12.03200	605
12.03600	597
12.04000	599
12.04400	612
12.04800	640
12.05200	681
12.05600	733
12.06000	797
12.06400	877
12.06800	967
12.07200	1062
12.07600	1159
12.08000	1251
12.08400	1330
12.08800	1390
12.09200	1420
12.09600	1417
12.10000	1380
12.10400	1315
12.10800	1230
12.11200	1140
12.11600	1067
12.12000	1030
12.12400	1044
12.12800	1123
12.13200	1262
12.13600	1442
12.14000	1636
12.14400	1811
12.14800	1932
12.15200	1972
12.15600	1915
12.16000	1766
12.16400	1548
12.16800	1290
12.17200	1026
12.17600	782
12.18000	579
12.18400	430
12.18800	336
12.19200	292
12.19600	293
12.20000	326
12.20400	381
12.20800	454
12.21200	542
12.21600	644
12.22000	758
12.22400	877
12.22800	1004
12.23200	1132
12.23600	1251
12.24000	1354
12.24400	1431
12.24800	1472
12.25200	1471
12.25600	1425
12.26000	1334
12.26400	1205
12.26800	1045
12.27200	867
12.27600	685
12.28000	516
12.28400	368
12.28800	250
12.29200	165
12.29600	114
12.30000	96
12.30400	100
12.30800	122
12.31200	156
12.31600	198
12.32000	245
12.32400	293
12.32800	337
12.33200	374
12.33600	408
12.34000	437
12.34400	463
12.34800	487
12.35200	507
12.35600	522
12.36000	533
12.36400	543
12.36800	554
12.37200	565
12.37600	576
12.38000	590
12.38400	605
12.38800	620
12.39200	637
12.39600	655
12.40000	672
12.40400	688
12.40800	703
12.41200	715
12.41600	721
12.42000	723
12.42400	724
12.42800	722
12.43200	711
12.43600	695
12.44000	678
12.44400	659
12.44800	641
12.45200	626
12.45600	611
12.46000	596
12.46400	585
12.46800	578
12.47200	574
12.47600	572
12.48000	571
12.48400	572
12.48800	573
12.49200	574
12.49600	576
12.50000	577
12.50400	579
12.50800	580
12.51200	583
12.51600	586
12.52000	587
12.52400	589
12.52800	596
12.53200	602
12.53600	607
12.54000	611
12.54400	617
12.54800	625
12.55200	635
12.55600	647
12.56000	662
12.56400	679
12.56800	696
12.57200	713
12.57600	729
12.58000	741
12.58400	749
12.58800	751
12.59200	748
12.59600	740
12.60000	725
12.60400	709
12.60800	690
12.61200	671
12.61600	652
12.62000	636
12.62400	623
12.62800	614
12.63200	609
12.63600	606
12.64000	604
12.64400	605
12.64800	608
12.65200	613
12.65600	622
12.66000	633
12.66400	647
12.66800	665
12.67200	686
12.67600	711
12.68000	741
12.68400	775
12.68800	819
12.69200	872
12.69600	932
12.70000	1003
12.70400	1082
12.70800	1167
12.71200	1250
12.71600	1323
12.72000	1384
12.72400	1422
12.72800	1428
12.73200	1394
12.73600	1322
12.74000	1217
12.74400	1085
12.74800	936
12.75200	785
12.75600	640
12.76000	511
12.76400	411
12.76800	340
12.77200	298
12.77600	280
12.78000	286
12.78400	308
12.78800	339
12.79200	373
12.79600	407
12.80000	439
12.80400	468
12.80800	495
12.81200	521
12.81600	545
12.82000	566
12.82400	587
12.82800	609
12.83200	626
12.83600	639
12.84000	650
12.84400	655
12.84800	654
12.85200	650
12.85600	642
12.86000	636
12.86400	634
12.86800	639
12.87200	652
12.87600	674
12.88000	702
12.88400	733
12.88800	761
12.89200	783
12.89600	793
12.90000	792
12.90400	780
12.90800	757
12.91200	725
12.91600	693
12.92000	664
12.92400	640
12.92800	626
12.93200	620
12.93600	619
12.94000	624
12.94400	632
12.94800	642
12.95200	654
12.95600	666
12.96000	675
12.96400	683
12.96800	688
12.97200	691
12.97600	692
12.98000	691
12.98400	688
12.98800	687
12.99200	688
12.99600	689
13.00000	696
13.00400	706
13.00800	717
13.01200	725
13.01600	732
13.02000	733
13.02400	729
13.02800	722
13.03200	713
13.03600	704
13.04000	697
13.04400	694
13.04800	693
13.05200	695
13.05600	699
13.06000	701
13.06400	702
13.06800	701
13.07200	699
13.07600	695
13.08000	687
13.08400	676
13.08800	664
13.09200	655
13.09600	646
13.10000	638
13.10400	632
13.10800	629
13.11200	628
13.11600	630
13.12000	633
13.12400	635
13.12800	637
13.13200	642
13.13600	645
13.14000	647
13.14400	650
13.14800	652
13.15200	651
13.15600	650
13.16000	650
13.16400	651
13.16800	651
13.17200	649
13.17600	646
13.18000	645
13.18400	646
13.18800	647
13.19200	648
13.19600	652
13.20000	653
13.20400	655
13.20800	658
13.21200	665
13.21600	675
13.22000	686
13.22400	694
13.22800	702
13.23200	708
13.23600	707
13.24000	701
13.24400	692
13.24800	679
13.25200	662
13.25600	644
13.26000	626
13.26400	614
13.26800	608
13.27200	608
13.27600	614
13.28000	625
13.28400	642
13.28800	667
13.29200	699
13.29600	738
13.30000	784
13.30400	834
13.30800	886
13.31200	937
13.31600	981
13.32000	1013
13.32400	1028
13.32800	1022
13.33200	994
13.33600	951
13.34000	891
13.34400	821
13.34800	752
13.35200	689
13.35600	636
13.36000	592
13.36400	560
13.36800	542
13.37200	533
13.37600	533
13.38000	539
13.38400	551
13.38800	565
13.39200	579
13.39600	594
13.40000	611
13.40400	625
13.40800	640
13.41200	654
13.41600	662
13.42000	667
13.42400	667
13.42800	665
13.43200	659
13.43600	651
13.44000	644
13.44400	637
13.44800	634
13.45200	630
13.45600	628
13.46000	632
13.46400	637
13.46800	640
13.47200	647
13.47600	653
13.48000	660
13.48400	665
13.48800	667
13.49200	668
13.49600	668
13.50000	667
13.50400	665
13.50800	663
13.51200	662
13.51600	662
13.52000	663
13.52400	666
13.52800	671
13.53200	677
13.53600	683
13.54000	691
13.54400	700
13.54800	714
13.55200	733
13.55600	762
13.56000	806
13.56400	872
13.56800	968
13.57200	1099
13.57600	1257
13.58000	1431
13.58400	1600
13.58800	1736
13.59200	1816
13.59600	1825
13.60000	1762
13.60400	1635
13.60800	1466
13.61200	1285
13.61600	1112
13.62000	961
13.62400	843
13.62800	763
13.63200	721
13.63600	714
13.64000	736
13.64400	779
13.64800	836
13.65200	899
13.65600	961
13.66000	1012
13.66400	1048
13.66800	1070
13.67200	1080
13.67600	1084
13.68000	1087
13.68400	1089
13.68800	1092
13.69200	1094
13.69600	1088
13.70000	1076
13.70400	1055
13.70800	1021
13.71200	979
13.71600	932
13.72000	886
13.72400	841
13.72800	797
13.73200	758
13.73600	723
13.74000	686
13.74400	650
13.74800	616
13.75200	584
13.75600	557
13.76000	539
13.76400	526
13.76800	518
13.77200	519
13.77600	526
13.78000	539
13.78400	555
13.78800	572
13.79200	593
13.79600	615
13.80000	635
13.80400	653
13.80800	666
13.81200	671
13.81600	669
13.82000	662
13.82400	650
13.82800	638
13.83200	625
13.83600	611
13.84000	600
13.84400	594
13.84800	590
13.85200	589
13.85600	593
13.86000	598
13.86400	601
13.86800	603
13.87200	604
13.87600	604
13.88000	602
13.88400	598
13.88800	593
13.89200	590
13.89600	588
13.90000	587
13.90400	585
13.90800	586
13.91200	587
13.91600	588
13.92000	589
13.92400	593
13.92800	598
13.93200	605
13.93600	613
13.94000	621
13.94400	629
13.94800	637
13.95200	643
13.95600	649
13.96000	652
13.96400	652
13.96800	651
13.97200	651
13.97600	651
13.98000	657
13.98400	665
13.98800	671
13.99200	678
13.99600	683
14.00000	687
14.00400	689
14.00800	686
14.01200	681
14.01600	674
14.02000	668
14.02400	662
14.02800	657
14.03200	654
14.03600	649
14.04000	641
14.04400	634
14.04800	626
14.05200	616
14.05600	609
14.06000	602
14.06400	597
14.06800	594
14.07200	594
14.07600	597
14.08000	598
14.08400	602
14.08800	607
14.09200	610
14.09600	615
14.10000	617
14.10400	617
14.10800	618
14.11200	620
14.11600	618
14.12000	615
14.12400	613
14.12800	612
14.13200	611
14.13600	612
14.14000	614
14.14400	615
14.14800	616
14.15200	617
14.15600	618
14.16000	616
14.16400	614
14.16800	613
14.17200	614
14.17600	613
14.18000	612
14.18400	613
14.18800	616
14.19200	619
14.19600	621
14.20000	618
14.20400	614
14.20800	610
14.21200	605
14.21600	603
14.22000	603
14.22400	604
14.22800	607
14.23200	610
14.23600	612
14.24000	615
14.24400	617
14.24800	617
14.25200	619
14.25600	624
14.26000	628
14.26400	632
14.26800	639
14.27200	645
14.27600	651
14.28000	655
14.28400	657
14.28800	656
14.29200	650
14.29600	642
14.30000	633
14.30400	627
14.30800	627
14.31200	635
14.31600	652
14.32000	679
14.32400	709
14.32800	744
14.33200	779
14.33600	806
14.34000	824
14.34400	828
14.34800	817
14.35200	802
14.35600	785
14.36000	767
14.36400	752
14.36800	738
14.37200	726
14.37600	714
14.38000	698
14.38400	682
14.38800	665
14.39200	647
14.39600	627
14.40000	607
14.40400	590
14.40800	574
14.41200	561
14.41600	551
14.42000	543
14.42400	540
14.42800	541
14.43200	545
14.43600	549
14.44000	553
14.44400	557
14.44800	560
14.45200	562
14.45600	564
14.46000	568
14.46400	570
14.46800	568
14.47200	565
14.47600	564
14.48000	565
14.48400	569
14.48800	576
14.49200	586
14.49600	601
14.50000	626
14.50400	655
14.50800	684
14.51200	710
14.51600	727
14.52000	734
14.52400	726
14.52800	700
14.53200	659
14.53600	613
14.54000	562
14.54400	516
14.54800	484
14.55200	466
14.55600	469
14.56000	495
14.56400	545
14.56800	617
14.57200	707
14.57600	810
14.58000	914
14.58400	1003
14.58800	1059
14.59200	1068
14.59600	1024
14.60000	925
14.60400	787
14.60800	628
14.61200	467
14.61600	324
14.62000	215
14.62400	146
14.62800	117
14.63200	120
14.63600	144
14.64000	182
14.64400	227
14.64800	270
14.65200	311
14.65600	348
14.66000	381
14.66400	411
14.66800	437
14.67200	458
14.67600	476
14.68000	492
14.68400	503
14.68800	510
14.69200	516
14.69600	518
14.70000	517
14.70400	515
14.70800	512
14.71200	510
14.71600	508
14.72000	504
14.72400	501
14.72800	501
14.73200	504
14.73600	506
14.74000	508
14.74400	511
14.74800	511
14.75200	511
14.75600	510
14.76000	511
14.76400	510
14.76800	510
14.77200	512
14.77600	513
14.78000	514
14.78400	516
14.78800	518
14.79200	524
14.79600	528
14.80000	534
14.80400	543
14.80800	555
14.81200	569
14.81600	587
14.82000	603
14.82400	616
14.82800	625
14.83200	630
14.83600	629
14.84000	622
14.84400	607
14.84800	590
14.85200	575
14.85600	561
14.86000	551
14.86400	545
14.86800	545
14.87200	554
14.87600	571
14.88000	596
14.88400	626
14.88800	659
14.89200	694
14.89600	728
14.90000	756
14.90400	775
14.90800	782
14.91200	777
14.91600	759
14.92000	728
14.92400	689
14.92800	648
14.93200	608
14.93600	574
14.94000	548
14.94400	529
14.94800	520
14.95200	517
14.95600	518
14.96000	522
14.96400	526
14.96800	530
14.97200	534
14.97600	537
14.98000	539
14.98400	541
14.98800	543
14.99200	541
14.99600	539
15.00000	534
15.00400	528
15.00800	521
15.01200	513
15.01600	508
15.02000	507
15.02400	505
15.02800	505
15.03200	508
15.03600	511
15.04000	517
15.04400	523
15.04800	530
15.05200	537
15.05600	547
15.06000	553
15.06400	557
15.06800	560
15.07200	558
15.07600	555
15.08000	550
15.08400	541
15.08800	532
15.09200	524
15.09600	519
15.10000	515
15.10400	514
15.10800	520
15.11200	527
15.11600	537
15.12000	548
15.12400	556
15.12800	561
15.13200	560
15.13600	555
15.14000	546
15.14400	533
15.14800	520
15.15200	508
15.15600	498
15.16000	490
15.16400	486
15.16800	485
15.17200	487
15.17600	493
15.18000	499
15.18400	507
15.18800	518
15.19200	530
15.19600	539
15.20000	547
15.20400	553
15.20800	552
15.21200	551
15.21600	546
15.22000	539
15.22400	529
15.22800	517
15.23200	509
15.23600	504
15.24000	500
15.24400	501
15.24800	501
15.25200	502
15.25600	504
15.26000	505
15.26400	506
15.26800	510
15.27200	514
15.27600	514
15.28000	515
15.28400	517
15.28800	518
15.29200	518
15.29600	517
15.30000	516
15.30400	515
15.30800	515
15.31200	514
15.31600	511
15.32000	509
15.32400	508
15.32800	507
15.33200	508
15.33600	508
15.34000	510
15.34400	511
15.34800	513
15.35200	514
15.35600	512
15.36000	512
15.36400	514
15.36800	515
15.37200	516
15.37600	519
15.38000	521
15.38400	524
15.38800	528
15.39200	535
15.39600	544
15.40000	553
15.40400	562
15.40800	570
15.41200	575
15.41600	576
15.42000	575
15.42400	573
15.42800	567
15.43200	557
15.43600	547
15.44000	536
15.44400	525
15.44800	519
15.45200	514
15.45600	511
15.46000	514
15.46400	516
15.46800	516
15.47200	516
15.47600	517
15.48000	519
15.48400	520
15.48800	521
15.49200	521
15.49600	521
15.50000	527
15.50400	539
15.50800	558
15.51200	589
15.51600	640
15.52000	715
15.52400	819
15.52800	953
15.53200	1116
15.53600	1293
15.54000	1464
15.54400	1605
15.54800	1697
15.55200	1725
15.55600	1687
15.56000	1592
15.56400	1455
15.56800	1297
15.57200	1139
15.57600	999
15.58000	884
15.58400	795
15.58800	731
15.59200	690
15.59600	663
15.60000	646
15.60400	637
15.60800	634
15.61200	634
15.61600	639
15.62000	655
15.62400	681
15.62800	722
15.63200	780
15.63600	849
15.64000	923
15.64400	992
15.64800	1046
15.65200	1075
15.65600	1076
15.66000	1049
15.66400	999
15.66800	935
15.67200	864
15.67600	793
15.68000	731
15.68400	681
15.68800	642
15.69200	613
15.69600	593
15.70000	578
15.70400	570
15.70800	564
15.71200	559
15.71600	557
15.72000	557
15.72400	562
15.72800	571
15.73200	582
15.73600	598
15.74000	619
15.74400	642
15.74800	659
15.75200	663
15.75600	645
15.76000	598
15.76400	521
15.76800	415
15.77200	286
15.77600	153
15.78000	34
15.78400	-55
15.78800	-107
15.79200	-118
15.79600	-93
15.80000	-42
15.80400	24
15.80800	97
15.81200	170
15.81600	237
15.82000	296
15.82400	347
15.82800	390
15.83200	425
15.83600	453
15.84000	477
15.84400	498
15.84800	519
15.85200	540
15.85600	555
15.86000	568
15.86400	580
15.86800	585
15.87200	585
15.87600	582
15.88000	572
15.88400	558
15.88800	548
15.89200	540
15.89600	533
15.90000	534
15.90400	539
15.90800	541
15.91200	542
15.91600	543
15.92000	542
15.92400	538
15.92800	532
15.93200	524
15.93600	516
15.94000	511
15.94400	509
15.94800	508
15.95200	507
15.95600	505
15.96000	505
15.96400	506
15.96800	506
15.97200	506
15.97600	509
15.98000	511
15.98400	512
15.98800	512
15.99200	514
15.99600	519
16.00000	523
16.00400	524
16.00800	526
16.01200	528
16.01600	529
16.02000	529
16.02400	528
16.02800	526
16.03200	520
16.03600	515
16.04000	511
16.04400	509
16.04800	507
16.05200	506
16.05600	507
16.06000	511
16.06400	517
16.06800	526
16.07200	542
16.07600	557
16.08000	569
16.08400	580
16.08800	589
16.09200	596
16.09600	598
16.10000	593
16.10400	581
16.10800	564
16.11200	542
16.11600	520
16.12000	499
16.12400	483
16.12800	473
16.13200	468
16.13600	467
16.14000	468
16.14400	470
16.14800	468
16.15200	464
16.15600	463
16.16000	462
16.16400	457
16.16800	455
16.17200	453
16.17600	452
16.18000	456
16.18400	461
16.18800	464
16.19200	465
16.19600	467
16.20000	469
16.20400	471
16.20800	470
16.21200	469
16.21600	469
16.22000	468
16.22400	468
16.22800	469
16.23200	469
16.23600	467
16.24000	467
16.24400	468
16.24800	467
16.25200	467
16.25600	468
16.26000	469
16.26400	469
16.26800	468
16.27200	466
16.27600	464
16.28000	464
16.28400	464
16.28800	463
16.29200	463
16.29600	463
16.30000	464
16.30400	466
16.30800	467
16.31200	467
16.31600	469
16.32000	473
16.32400	478
16.32800	484
16.33200	492
16.33600	502
16.34000	513
16.34400	525
16.34800	538
16.35200	549
16.35600	555
16.36000	555
16.36400	551
16.36800	541
16.37200	527
16.37600	512
16.38000	498
16.38400	481
16.38800	467
16.39200	459
16.39600	454
16.40000	451
16.40400	452
16.40800	453
16.41200	453
16.41600	454
16.42000	456
16.42400	455
16.42800	455
16.43200	460
16.43600	461
16.44000	462
16.44400	464
16.44800	465
16.45200	468
16.45600	468
16.46000	465
16.46400	464
16.46800	464
16.47200	464
16.47600	463
16.48000	459
16.48400	457
16.48800	458
16.49200	461
16.49600	461
16.50000	462
16.50400	465
16.50800	466
16.51200	469
16.51600	471
16.52000	473
16.52400	472
16.52800	470
16.53200	468
16.53600	466
16.54000	464
16.54400	462
16.54800	461
16.55200	461
16.55600	459
16.56000	458
16.56400	459
16.56800	459
16.57200	458
16.57600	459
16.58000	461
16.58400	465
16.58800	467
16.59200	466
16.59600	466
16.60000	466
16.60400	465
16.60800	463
16.61200	462
16.61600	464
16.62000	463
16.62400	460
16.62800	459
16.63200	458
16.63600	456
16.64000	453
16.64400	451
16.64800	450
16.65200	451
16.65600	453
16.66000	453
16.66400	453
16.66800	451
16.67200	453
16.67600	454
16.68000	453
16.68400	453
16.68800	452
16.69200	453
16.69600	453
16.70000	454
16.70400	455
16.70800	456
16.71200	458
16.71600	461
16.72000	466
16.72400	474
16.72800	480
16.73200	486
16.73600	495
16.74000	503
16.74400	508
16.74800	511
16.75200	512
16.75600	509
16.76000	503
16.76400	497
16.76800	490
16.77200	483
16.77600	475
16.78000	470
16.78400	464
16.78800	457
16.79200	453
16.79600	450
16.80000	452
16.80400	454
16.80800	456
16.81200	462
16.81600	471
16.82000	480
16.82400	489
16.82800	498
16.83200	503
16.83600	506
16.84000	507
16.84400	504
16.84800	503
16.85200	499
16.85600	493
16.86000	488
16.86400	481
16.86800	474
16.87200	467
16.87600	462
16.88000	459
16.88400	456
16.88800	454
16.89200	453
16.89600	450
16.90000	445
16.90400	443
16.90800	445
16.91200	449
16.91600	452
16.92000	455
16.92400	461
16.92800	469
16.93200	478
16.93600	484
16.94000	487
16.94400	489
16.94800	486
16.95200	482
16.95600	478
16.96000	473
16.96400	470
16.96800	465
16.97200	461
16.97600	457
16.98000	455
16.98400	452
16.98800	448
