[Header]
Application Name	LabSolutions
Version	5.99
Data File Name	D:\shaun\Data\20220912\HLx-purified001.lcd
Output Date	26/09/2022
Output Time	17:22:17

[File Information]
Type	Data File
Generated	13/09/2022 18:10:05
Generated by	System Administrator
Modified	26/09/2022 17:21:11
Modified by	System Administrator

[Sample Information]
Operator Name	System Administrator
Acquired	13/09/2022 18:10:32
Sample Type	0:Unknown
Level	0
Sample Name	
Sample ID	
ISTD Amount1	1
ISTD Amount2	1
ISTD Amount3	1
ISTD Amount4	1
ISTD Amount5	1
ISTD Amount6	1
ISTD Amount7	1
ISTD Amount8	1
ISTD Amount9	1
ISTD Amount10	1
ISTD Amount11	1
ISTD Amount12	1
ISTD Amount13	1
ISTD Amount14	1
ISTD Amount15	1
ISTD Amount16	1
ISTD Amount17	1
ISTD Amount18	1
ISTD Amount19	1
ISTD Amount20	1
ISTD Amount21	1
ISTD Amount22	1
ISTD Amount23	1
ISTD Amount24	1
ISTD Amount25	1
ISTD Amount26	1
ISTD Amount27	1
ISTD Amount28	1
ISTD Amount29	1
ISTD Amount30	1
ISTD Amount31	1
ISTD Amount32	1
Sample Amount	1
Dilution Factor	1
Vial#	3
Injection Volume	5

[Original Files]
Data File	D:\shaun\Data\20220912\HLx-purified001.lcd
Method File	D:\shaun\Method\Analysis_05to80_60deg_200720.lcm
Batch File	D:\shaun\Batch\20220913.lcb
Report Format File	D:\shaun\Data\shaun-report.lsr

[File Description]


[Configuration]
Instrument Name	UPLC
Instrument #	2
Line #	1
# of Detectors	1
Detector ID	PDA
Detector Name	PDA
# of Channels	2

[Peak Table(PDA-Ch1)]
# of Peaks	3
Peak#	R.Time	I.Time	F.Time	Area	Height	A/H	Conc.	Mark	ID#	Name	k'	Plate #	Plate Ht.	Tailing	Resolution	Sep.Factor	Area Ratio	Height Ratio	Conc. %	Norm Conc.
12.42400	48503
12.42800	48543
12.43200	48560
12.43600	48565
12.44000	48592
12.44400	48622
12.44800	48615
12.45200	48587
12.45600	48568
12.46000	48535
12.46400	48515
12.46800	48520
12.47200	48500
12.47600	48489
12.48000	48511
12.48400	48508
12.48800	48504
12.49200	48529
12.49600	48550
12.50000	48593
12.50400	48618
12.50800	48595
12.51200	48589
12.51600	48580
12.52000	48557
12.52400	48556
12.52800	48566
12.53200	48591
12.53600	48612
12.54000	48628
12.54400	48638
12.54800	48659
12.55200	48697
12.55600	48724
12.56000	48759
12.56400	48798
12.56800	48821
12.57200	48835
12.57600	48856
12.58000	48889
12.58400	48919
12.58800	48930
12.59200	48943
12.59600	48947
12.60000	48917
12.60400	48881
12.60800	48845
12.61200	48812
12.61600	48792
12.62000	48794
12.62400	48796
12.62800	48805
12.63200	48825
12.63600	48825
12.64000	48804
12.64400	48776
12.64800	48770
12.65200	48754
12.65600	48733
12.66000	48730
12.66400	48760
12.66800	48805
12.67200	48830
12.67600	48851
12.68000	48915
12.68400	48998
12.68800	49064
12.69200	49136
12.69600	49200
12.70000	49269
12.70400	49348
12.70800	49437
12.71200	49548
12.71600	49671
12.72000	49786
12.72400	49865
12.72800	49911
12.73200	49917
12.73600	49891
12.74000	49835
12.74400	49736
12.74800	49641
12.75200	49522
12.75600	49377
12.76000	49262
12.76400	49187
12.76800	49111
12.77200	49046
12.77600	49022
12.78000	49022
12.78400	49002
12.78800	48963
12.79200	48931
12.79600	48900
12.80000	48872
12.80400	48829
12.80800	48792
12.81200	48757
12.81600	48727
12.82000	48707
12.82400	48701
12.82800	48702
12.83200	48704
12.83600	48717
12.84000	48745
12.84400	48758
12.84800	48735
12.85200	48700
12.85600	48687
12.86000	48701
12.86400	48707
12.86800	48722
12.87200	48737
12.87600	48744
12.88000	48752
12.88400	48788
12.88800	48849
12.89200	48899
12.89600	48924
12.90000	48930
12.90400	48934
12.90800	48934
12.91200	48902
12.91600	48872
12.92000	48874
12.92400	48863
12.92800	48839
12.93200	48856
12.93600	48873
12.94000	48873
12.94400	48892
12.94800	48900
12.95200	48900
12.95600	48903
12.96000	48902
12.96400	48894
12.96800	48888
12.97200	48883
12.97600	48884
12.98000	48879
12.98400	48869
12.98800	48870
12.99200	48864
12.99600	48852
13.00000	48849
13.00400	48865
13.00800	48859
13.01200	48853
13.01600	48885
13.02000	48899
13.02400	48894
13.02800	48895
13.03200	48884
13.03600	48861
13.04000	48852
13.04400	48857
13.04800	48882
13.05200	48929
13.05600	48963
13.06000	49003
13.06400	49046
13.06800	49054
13.07200	49069
13.07600	49112
13.08000	49155
13.08400	49183
13.08800	49177
13.09200	49179
13.09600	49180
13.10000	49136
13.10400	49078
13.10800	49007
13.11200	48928
13.11600	48858
13.12000	48779
13.12400	48713
13.12800	48686
13.13200	48677
13.13600	48672
13.14000	48658
13.14400	48674
13.14800	48708
13.15200	48721
13.15600	48734
13.16000	48747
13.16400	48730
13.16800	48698
13.17200	48703
13.17600	48735
13.18000	48747
13.18400	48752
13.18800	48772
13.19200	48814
13.19600	48858
13.20000	48878
13.20400	48903
13.20800	48916
13.21200	48940
13.21600	48995
13.22000	49045
13.22400	49102
13.22800	49151
13.23200	49180
13.23600	49224
13.24000	49293
13.24400	49363
13.24800	49426
13.25200	49505
13.25600	49568
13.26000	49622
13.26400	49682
13.26800	49723
13.27200	49755
13.27600	49771
13.28000	49780
13.28400	49777
13.28800	49743
13.29200	49687
13.29600	49605
13.30000	49505
13.30400	49397
13.30800	49291
13.31200	49240
13.31600	49206
13.32000	49146
13.32400	49097
13.32800	49054
13.33200	49033
13.33600	49003
13.34000	48942
13.34400	48885
13.34800	48851
13.35200	48822
13.35600	48783
13.36000	48757
13.36400	48745
13.36800	48731
13.37200	48734
13.37600	48746
13.38000	48743
13.38400	48733
13.38800	48732
13.39200	48750
13.39600	48763
13.40000	48773
13.40400	48795
13.40800	48814
13.41200	48831
13.41600	48849
13.42000	48871
13.42400	48878
13.42800	48863
13.43200	48823
13.43600	48789
13.44000	48789
13.44400	48797
13.44800	48792
13.45200	48774
13.45600	48748
13.46000	48728
13.46400	48731
13.46800	48736
13.47200	48713
13.47600	48691
13.48000	48698
13.48400	48691
13.48800	48658
13.49200	48660
13.49600	48684
13.50000	48695
13.50400	48683
13.50800	48664
13.51200	48663
13.51600	48674
13.52000	48712
13.52400	48748
13.52800	48761
13.53200	48782
13.53600	48810
13.54000	48831
13.54400	48835
13.54800	48837
13.55200	48855
13.55600	48897
13.56000	48961
13.56400	49039
13.56800	49131
13.57200	49267
13.57600	49469
13.58000	49687
13.58400	49854
13.58800	49974
13.59200	50056
13.59600	50077
13.60000	50015
13.60400	49869
13.60800	49706
13.61200	49560
13.61600	49417
13.62000	49297
13.62400	49208
13.62800	49145
13.63200	49119
13.63600	49136
13.64000	49177
13.64400	49231
13.64800	49311
13.65200	49421
13.65600	49538
13.66000	49689
13.66400	49848
13.66800	50002
13.67200	50180
13.67600	50342
13.68000	50515
13.68400	50674
13.68800	50780
13.69200	50825
13.69600	50815
13.70000	50779
13.70400	50750
13.70800	50693
13.71200	50583
13.71600	50483
13.72000	50438
13.72400	50416
13.72800	50405
13.73200	50411
13.73600	50432
13.74000	50450
13.74400	50431
13.74800	50405
13.75200	50334
13.75600	50253
13.76000	50177
13.76400	50091
13.76800	50026
13.77200	49966
13.77600	49949
13.78000	49981
13.78400	50070
13.78800	50239
13.79200	50434
13.79600	50674
13.80000	50936
13.80400	51139
13.80800	51267
13.81200	51297
13.81600	51250
13.82000	51126
13.82400	50919
13.82800	50686
13.83200	50409
13.83600	50128
13.84000	49885
13.84400	49682
13.84800	49514
13.85200	49382
13.85600	49305
13.86000	49288
13.86400	49294
13.86800	49302
13.87200	49310
13.87600	49302
13.88000	49307
13.88400	49294
13.88800	49283
13.89200	49309
13.89600	49349
13.90000	49355
13.90400	49355
13.90800	49369
13.91200	49384
13.91600	49399
13.92000	49395
13.92400	49395
13.92800	49428
13.93200	49469
13.93600	49482
13.94000	49521
13.94400	49552
13.94800	49565
13.95200	49567
13.95600	49563
13.96000	49563
13.96400	49550
13.96800	49549
13.97200	49543
13.97600	49542
13.98000	49535
13.98400	49531
13.98800	49532
13.99200	49516
13.99600	49500
14.00000	49515
14.00400	49559
14.00800	49607
14.01200	49668
14.01600	49744
14.02000	49830
14.02400	49937
14.02800	50052
14.03200	50168
14.03600	50252
14.04000	50312
14.04400	50363
14.04800	50419
14.05200	50456
14.05600	50419
14.06000	50356
14.06400	50289
14.06800	50212
14.07200	50143
14.07600	50091
14.08000	50050
14.08400	50014
14.08800	49980
14.09200	49950
14.09600	49935
14.10000	49903
14.10400	49846
14.10800	49807
14.11200	49772
14.11600	49750
14.12000	49724
14.12400	49680
14.12800	49622
14.13200	49558
14.13600	49544
14.14000	49536
14.14400	49534
14.14800	49551
14.15200	49532
14.15600	49510
14.16000	49512
14.16400	49517
14.16800	49519
14.17200	49516
14.17600	49529
14.18000	49548
14.18400	49558
14.18800	49580
14.19200	49585
14.19600	49579
14.20000	49607
14.20400	49653
14.20800	49659
14.21200	49662
14.21600	49705
14.22000	49749
14.22400	49806
14.22800	49859
14.23200	49908
14.23600	49973
14.24000	49993
14.24400	49971
14.24800	49944
14.25200	49897
14.25600	49824
14.26000	49723
14.26400	49658
14.26800	49635
14.27200	49607
14.27600	49614
14.28000	49616
14.28400	49603
14.28800	49589
14.29200	49552
14.29600	49506
14.30000	49479
14.30400	49430
14.30800	49362
14.31200	49343
14.31600	49348
14.32000	49368
14.32400	49398
14.32800	49405
14.33200	49436
14.33600	49494
14.34000	49535
14.34400	49565
14.34800	49587
14.35200	49613
14.35600	49620
14.36000	49654
14.36400	49704
14.36800	49716
14.37200	49704
14.37600	49695
14.38000	49660
14.38400	49601
14.38800	49557
14.39200	49532
14.39600	49489
14.40000	49426
14.40400	49392
14.40800	49396
14.41200	49373
14.41600	49314
14.42000	49291
14.42400	49297
14.42800	49313
14.43200	49320
14.43600	49324
14.44000	49333
14.44400	49343
14.44800	49363
14.45200	49380
14.45600	49374
14.46000	49353
14.46400	49351
14.46800	49354
14.47200	49360
14.47600	49397
14.48000	49441
14.48400	49485
14.48800	49568
14.49200	49677
14.49600	49830
14.50000	50062
14.50400	50300
14.50800	50521
14.51200	50733
14.51600	50867
14.52000	50890
14.52400	50781
14.52800	50529
14.53200	50188
14.53600	49792
14.54000	49374
14.54400	49015
14.54800	48746
14.55200	48568
14.55600	48509
14.56000	48577
14.56400	48724
14.56800	48950
14.57200	49250
14.57600	49597
14.58000	49963
14.58400	50352
14.58800	50745
14.59200	51080
14.59600	51371
14.60000	51607
14.60400	51704
14.60800	51701
14.61200	51669
14.61600	51621
14.62000	51539
14.62400	51427
14.62800	51326
14.63200	51194
14.63600	51046
14.64000	50943
14.64400	50880
14.64800	50802
14.65200	50774
14.65600	50789
14.66000	50779
14.66400	50793
14.66800	50833
14.67200	50897
14.67600	50984
14.68000	51029
14.68400	51036
14.68800	51042
14.69200	51032
14.69600	51001
14.70000	50941
14.70400	50883
14.70800	50812
14.71200	50710
14.71600	50617
14.72000	50539
14.72400	50456
14.72800	50375
14.73200	50317
14.73600	50289
14.74000	50311
14.74400	50350
14.74800	50369
14.75200	50381
14.75600	50397
14.76000	50435
14.76400	50459
14.76800	50453
14.77200	50435
14.77600	50398
14.78000	50382
14.78400	50390
14.78800	50374
14.79200	50366
14.79600	50362
14.80000	50327
14.80400	50309
14.80800	50322
14.81200	50374
14.81600	50404
14.82000	50375
14.82400	50342
14.82800	50308
14.83200	50256
14.83600	50177
14.84000	50119
14.84400	50020
14.84800	49900
14.85200	49834
14.85600	49784
14.86000	49753
14.86400	49714
14.86800	49709
14.87200	49762
14.87600	49834
14.88000	49916
14.88400	50004
14.88800	50121
14.89200	50255
14.89600	50375
14.90000	50442
14.90400	50464
14.90800	50478
14.91200	50466
14.91600	50379
14.92000	50247
14.92400	50098
14.92800	49963
14.93200	49856
14.93600	49751
14.94000	49682
14.94400	49623
14.94800	49546
14.95200	49519
14.95600	49558
14.96000	49627
14.96400	49690
14.96800	49745
14.97200	49814
14.97600	49865
14.98000	49907
14.98400	49950
14.98800	49983
14.99200	50017
14.99600	50054
15.00000	50077
15.00400	50100
15.00800	50115
15.01200	50115
15.01600	50114
15.02000	50108
15.02400	50114
15.02800	50091
15.03200	50069
15.03600	50096
15.04000	50103
15.04400	50094
15.04800	50122
15.05200	50155
15.05600	50147
15.06000	50159
15.06400	50176
15.06800	50149
15.07200	50124
15.07600	50116
15.08000	50075
15.08400	50019
15.08800	49966
15.09200	49898
15.09600	49899
15.10000	49911
15.10400	49914
15.10800	49937
15.11200	49976
15.11600	50046
15.12000	50102
15.12400	50138
15.12800	50131
15.13200	50092
15.13600	50016
15.14000	49891
15.14400	49781
15.14800	49724
15.15200	49665
15.15600	49606
15.16000	49592
15.16400	49583
15.16800	49595
15.17200	49629
15.17600	49652
15.18000	49681
15.18400	49706
15.18800	49752
15.19200	49814
15.19600	49842
15.20000	49875
15.20400	49910
15.20800	49932
15.21200	49955
15.21600	49967
15.22000	49942
15.22400	49921
15.22800	49916
15.23200	49901
15.23600	49913
15.24000	49935
15.24400	49960
15.24800	49984
15.25200	49988
15.25600	49974
15.26000	49961
15.26400	49965
15.26800	49952
15.27200	49929
15.27600	49932
15.28000	49921
15.28400	49912
15.28800	49912
15.29200	49920
15.29600	49931
15.30000	49924
15.30400	49949
15.30800	49976
15.31200	49980
15.31600	49984
15.32000	49998
15.32400	50000
15.32800	50000
15.33200	50013
15.33600	50020
15.34000	50013
15.34400	50000
15.34800	49999
15.35200	50020
15.35600	50022
15.36000	50017
15.36400	50040
15.36800	50059
15.37200	50078
15.37600	50104
15.38000	50106
15.38400	50119
15.38800	50144
15.39200	50138
15.39600	50135
15.40000	50165
15.40400	50176
15.40800	50160
15.41200	50175
15.41600	50195
15.42000	50201
15.42400	50200
15.42800	50194
15.43200	50176
15.43600	50183
15.44000	50218
15.44400	50224
15.44800	50224
15.45200	50216
15.45600	50195
15.46000	50199
15.46400	50235
15.46800	50233
15.47200	50156
15.47600	50112
15.48000	50136
15.48400	50183
15.48800	50204
15.49200	50214
15.49600	50255
15.50000	50301
15.50400	50382
15.50800	50547
15.51200	50783
15.51600	51096
15.52000	51550
15.52400	52239
15.52800	53090
15.53200	54013
15.53600	55024
15.54000	55996
15.54400	56793
15.54800	57341
15.55200	57517
15.55600	57286
15.56000	56755
15.56400	56013
15.56800	55118
15.57200	54210
15.57600	53346
15.58000	52621
15.58400	52073
15.58800	51657
15.59200	51383
15.59600	51209
15.60000	51117
15.60400	51067
15.60800	51024
15.61200	51005
15.61600	50985
15.62000	51033
15.62400	51192
15.62800	51437
15.63200	51767
15.63600	52157
15.64000	52592
15.64400	52992
15.64800	53261
15.65200	53405
15.65600	53420
15.66000	53253
15.66400	52977
15.66800	52650
15.67200	52256
15.67600	51858
15.68000	51517
15.68400	51224
15.68800	50994
15.69200	50851
15.69600	50736
15.70000	50647
15.70400	50596
15.70800	50564
15.71200	50557
15.71600	50530
15.72000	50497
15.72400	50512
15.72800	50543
15.73200	50571
15.73600	50590
15.74000	50620
15.74400	50663
15.74800	50693
15.75200	50697
15.75600	50648
15.76000	50524
15.76400	50342
15.76800	50118
15.77200	49856
15.77600	49575
15.78000	49308
15.78400	49091
15.78800	48959
15.79200	48899
15.79600	48930
15.80000	49015
15.80400	49108
15.80800	49269
15.81200	49441
15.81600	49552
15.82000	49684
15.82400	49776
15.82800	49814
15.83200	49854
15.83600	49874
15.84000	49915
15.84400	49955
15.84800	49996
15.85200	50075
15.85600	50137
15.86000	50148
15.86400	50140
15.86800	50110
15.87200	50084
15.87600	50063
15.88000	50026
15.88400	49992
15.88800	49934
15.89200	49887
15.89600	49872
15.90000	49866
15.90400	49883
15.90800	49870
15.91200	49861
15.91600	49881
15.92000	49885
15.92400	49895
15.92800	49880
15.93200	49848
15.93600	49811
15.94000	49771
15.94400	49757
15.94800	49756
15.95200	49774
15.95600	49795
15.96000	49771
15.96400	49762
15.96800	49800
15.97200	49825
15.97600	49854
15.98000	49878
15.98400	49881
15.98800	49877
15.99200	49853
15.99600	49844
16.00000	49843
16.00400	49831
16.00800	49832
16.01200	49829
16.01600	49815
16.02000	49829
16.02400	49833
16.02800	49832
16.03200	49864
16.03600	49902
16.04000	49897
16.04400	49885
16.04800	49889
16.05200	49876
16.05600	49896
16.06000	49921
16.06400	49922
16.06800	49907
16.07200	49922
16.07600	49947
16.08000	49927
16.08400	49940
16.08800	50000
16.09200	50047
16.09600	50073
16.10000	50123
16.10400	50170
16.10800	50175
16.11200	50116
16.11600	50010
16.12000	49921
16.12400	49844
16.12800	49747
16.13200	49662
16.13600	49639
16.14000	49645
16.14400	49669
16.14800	49699
16.15200	49749
16.15600	49801
16.16000	49794
16.16400	49767
16.16800	49782
16.17200	49809
16.17600	49820
16.18000	49834
16.18400	49855
16.18800	49883
16.19200	49852
16.19600	49807
16.20000	49798
16.20400	49830
16.20800	49877
16.21200	49868
16.21600	49855
16.22000	49880
16.22400	49947
16.22800	49998
16.23200	49996
16.23600	49988
16.24000	49999
16.24400	50038
16.24800	50068
16.25200	50082
16.25600	50094
16.26000	50113
16.26400	50108
16.26800	50084
16.27200	50092
16.27600	50080
16.28000	50062
16.28400	50076
16.28800	50073
16.29200	50066
16.29600	50061
16.30000	50043
16.30400	50072
16.30800	50094
16.31200	50083
16.31600	50096
16.32000	50110
16.32400	50120
16.32800	50128
16.33200	50162
16.33600	50192
16.34000	50189
16.34400	50191
16.34800	50202
16.35200	50221
16.35600	50267
16.36000	50314
16.36400	50309
16.36800	50285
16.37200	50303
16.37600	50342
16.38000	50344
16.38400	50333
16.38800	50308
16.39200	50274
16.39600	50261
16.40000	50285
16.40400	50303
16.40800	50282
16.41200	50261
16.41600	50256
16.42000	50242
16.42400	50203
16.42800	50181
16.43200	50167
16.43600	50167
16.44000	50179
16.44400	50194
16.44800	50195
16.45200	50148
16.45600	50147
16.46000	50174
16.46400	50204
16.46800	50235
16.47200	50234
16.47600	50244
16.48000	50254
16.48400	50257
16.48800	50243
16.49200	50220
16.49600	50221
16.50000	50250
16.50400	50292
16.50800	50303
16.51200	50293
16.51600	50278
16.52000	50247
16.52400	50269
16.52800	50291
16.53200	50264
16.53600	50244
16.54000	50208
16.54400	50191
16.54800	50186
16.55200	50171
16.55600	50173
16.56000	50167
16.56400	50162
16.56800	50151
16.57200	50141
16.57600	50178
16.58000	50256
16.58400	50316
16.58800	50362
16.59200	50411
16.59600	50403
16.60000	50350
16.60400	50310
16.60800	50286
16.61200	50256
16.61600	50222
16.62000	50177
16.62400	50122
16.62800	50071
16.63200	50039
16.63600	50043
16.64000	50033
16.64400	50027
16.64800	50039
16.65200	50045
16.65600	50019
16.66000	49983
16.66400	49992
16.66800	49984
16.67200	49957
16.67600	49945
16.68000	49927
16.68400	49915
16.68800	49893
16.69200	49879
16.69600	49887
16.70000	49958
16.70400	49972
16.70800	49923
16.71200	49908
16.71600	49899
16.72000	49889
16.72400	49865
16.72800	49897
16.73200	49930
16.73600	49904
16.74000	49872
16.74400	49866
16.74800	49877
16.75200	49867
16.75600	49852
16.76000	49843
16.76400	49836
16.76800	49853
16.77200	49859
16.77600	49820
16.78000	49793
16.78400	49797
16.78800	49805
16.79200	49817
16.79600	49831
16.80000	49832
16.80400	49839
16.80800	49860
16.81200	49868
16.81600	49874
16.82000	49893
16.82400	49884
16.82800	49866
16.83200	49883
16.83600	49883
16.84000	49861
16.84400	49857
16.84800	49843
16.85200	49823
16.85600	49822
16.86000	49819
16.86400	49844
16.86800	49852
16.87200	49820
16.87600	49824
16.88000	49857
16.88400	49890
16.88800	49900
16.89200	49901
16.89600	49903
16.90000	49888
16.90400	49916
16.90800	49967
16.91200	49992
16.91600	50003
16.92000	49995
16.92400	50000
16.92800	50034
16.93200	50083
16.93600	50108
16.94000	50116
16.94400	50137
16.94800	50149
16.95200	50186
16.95600	50205
16.96000	50220
16.96400	50273
16.96800	50290
16.97200	50269
16.97600	50252
16.98000	50226
16.98400	50186
16.98800	50196
16.99200	50246
16.99600	50288
17.00000	50285
17.00400	50305
17.00800	50327
17.01200	50322
17.01600	50322
17.02000	50318
17.02400	50358
17.02800	50376
17.03200	50373
17.03600	50444
17.04000	50497
17.04400	50513
17.04800	50552
17.05200	50581
17.05600	50597
17.06000	50590
17.06400	50574
17.06800	50585
17.07200	50593
17.07600	50581
17.08000	50552
17.08400	50555
17.08800	50588
17.09200	50578
17.09600	50583
17.10000	50631
17.10400	50685
17.10800	50738
17.11200	50760
17.11600	50757
17.12000	50785
17.12400	50831
17.12800	50859
17.13200	50858
17.13600	50857
17.14000	50863
17.14400	50877
17.14800	50902
17.15200	50954
17.15600	50993
17.16000	51024
17.16400	51041
17.16800	51009
17.17200	51012
17.17600	51035
17.18000	51030
17.18400	51028
17.18800	51024
17.19200	51000
17.19600	51018
17.20000	51073
17.20400	51089
17.20800	51109
17.21200	51139
17.21600	51109
17.22000	51069
17.22400	51049
17.22800	51019
17.23200	51038
17.23600	51082
17.24000	51096
17.24400	51071
17.24800	51044
17.25200	51090
17.25600	51170
17.26000	51235
17.26400	51275
17.26800	51337
17.27200	51417
17.27600	51419
17.28000	51407
17.28400	51432
17.28800	51463
17.29200	51492
17.29600	51498
17.30000	51527
17.30400	51545
17.30800	51528
17.31200	51537
17.31600	51561
17.32000	51587
17.32400	51618
17.32800	51659
17.33200	51706
17.33600	51734
17.34000	51720
17.34400	51694
17.34800	51699
17.35200	51702
17.35600	51675
17.36000	51647
17.36400	51623
17.36800	51635
17.37200	51685
17.37600	51712
17.38000	51727
17.38400	51755
17.38800	51766
17.39200	51780
17.39600	51812
17.40000	51815
17.40400	51816
17.40800	51826
17.41200	51818
17.41600	51763
17.42000	51690
17.42400	51643
17.42800	51606
17.43200	51590
17.43600	51560
17.44000	51515
17.44400	51503
17.44800	51485
17.45200	51460
17.45600	51460
17.46000	51492
17.46400	51546
17.46800	51602
17.47200	51659
17.47600	51710
17.48000	51702
17.48400	51642
17.48800	51619
17.49200	51625
17.49600	51635
17.50000	51651
17.50400	51680
17.50800	51651
17.51200	51578
17.51600	51541
17.52000	51527
17.52400	51514
17.52800	51510
17.53200	51549
17.53600	51594
17.54000	51606
17.54400	51582
17.54800	51586
17.55200	51595
17.55600	51587
17.56000	51569
17.56400	51505
17.56800	51464
17.57200	51480
17.57600	51521
17.58000	51570
17.58400	51599
17.58800	51588
17.59200	51589
17.59600	51609
17.60000	51617
17.60400	51618
17.60800	51606
17.61200	51610
17.61600	51598
17.62000	51579
17.62400	51558
17.62800	51529
17.63200	51523
17.63600	51524
17.64000	51530
17.64400	51528
17.64800	51514
17.65200	51549
17.65600	51616
17.66000	51617
17.66400	51627
17.66800	51640
17.67200	51617
17.67600	51607
17.68000	51624
17.68400	51637
17.68800	51606
17.69200	51572
17.69600	51525
17.70000	51465
17.70400	51444
17.70800	51446
17.71200	51448
17.71600	51462
17.72000	51412
17.72400	51413
17.72800	51476
17.73200	51476
17.73600	51463
17.74000	51472
17.74400	51510
17.74800	51544
17.75200	51573
17.75600	51562
17.76000	51531
17.76400	51530
17.76800	51530
17.77200	51509
17.77600	51512
17.78000	51477
17.78400	51454
17.78800	51500
17.79200	51479
17.79600	51430
17.80000	51424
17.80400	51427
17.80800	51451
17.81200	51459
17.81600	51459
17.82000	51452
17.82400	51436
17.82800	51446
17.83200	51421
17.83600	51368
17.84000	51350
17.84400	51385
17.84800	51426
17.85200	51391
17.85600	51310
17.86000	51210
17.86400	51148
17.86800	51162
17.87200	51182
17.87600	51198
17.88000	51182
17.88400	51126
17.88800	51104
17.89200	51095
17.89600	51163
17.90000	51248
17.90400	51264
17.90800	51285
17.91200	51314
17.91600	51325
17.92000	51315
17.92400	51358
17.92800	51408
17.93200	51430
17.93600	51463
17.94000	51456
17.94400	51449
17.94800	51444
17.95200	51388
17.95600	51405
17.96000	51480
17.96400	51517
17.96800	51495
17.97200	51432
17.97600	51426
17.98000	51445
17.98400	51448
17.98800	51415
17.99200	51370
17.99600	51413
18.00000	51464
18.00400	51465
18.00800	51449
18.01200	51466
18.01600	51516
18.02000	51532
18.02400	51509
18.02800	51486
18.03200	51509
18.03600	51530
18.04000	51508
18.04400	51504
18.04800	51537
18.05200	51551
18.05600	51558
18.06000	51585
18.06400	51587
18.06800	51533
18.07200	51493
18.07600	51495
18.08000	51457
18.08400	51404
18.08800	51395
18.09200	51421
18.09600	51423
18.10000	51451
18.10400	51514
18.10800	51537
18.11200	51545
18.11600	51523
18.12000	51505
18.12400	51458
18.12800	51398
18.13200	51399
18.13600	51403
18.14000	51398
18.14400	51397
18.14800	51438
18.15200	51490
18.15600	51506
18.16000	51526
18.16400	51574
18.16800	51644
18.17200	51668
18.17600	51658
18.18000	51638
18.18400	51613
18.18800	51609
18.19200	51625
18.19600	51633
18.20000	51619
18.20400	51574
18.20800	51541
18.21200	51593
18.21600	51631
18.22000	51654
18.22400	51819
18.22800	52032
18.23200	52142
18.23600	52261
18.24000	52323
18.24400	52241
18.24800	52128
18.25200	52034
18.25600	51889
18.26000	51703
18.26400	51577
18.26800	51427
18.27200	51234
18.27600	51128
18.28000	51112
18.28400	51072
18.28800	50966
18.29200	50935
18.29600	50976
18.30000	51006
18.30400	51036
18.30800	51059
18.31200	51123
18.31600	51142
18.32000	51097
18.32400	51050
18.32800	51004
18.33200	50926
18.33600	50811
18.34000	50751
18.34400	50729
18.34800	50686
18.35200	50602
18.35600	50566
18.36000	50538
18.36400	50524
18.36800	50508
18.37200	50438
18.37600	50426
18.38000	50430
18.38400	50447
18.38800	50486
18.39200	50479
18.39600	50475
18.40000	50444
18.40400	50403
18.40800	50434
18.41200	50450
18.41600	50411
18.42000	50392
18.42400	50359
18.42800	50335
18.43200	50354
18.43600	50389
18.44000	50380
18.44400	50353
18.44800	50343
18.45200	50298
18.45600	50286
18.46000	50332
18.46400	50384
18.46800	50431
18.47200	50475
18.47600	50514
18.48000	50524
18.48400	50565
18.48800	50593
18.49200	50527
18.49600	50503
18.50000	50514
18.50400	50523
18.50800	50577
18.51200	50594
18.51600	50599
18.52000	50634
18.52400	50667
18.52800	50717
18.53200	50722
18.53600	50689
18.54000	50663
18.54400	50681
18.54800	50719
18.55200	50770
18.55600	50850
18.56000	50915
18.56400	50912
18.56800	50923
18.57200	51009
18.57600	51054
18.58000	51083
18.58400	51102
18.58800	51044
18.59200	51005
18.59600	51071
18.60000	51142
18.60400	51178
18.60800	51208
18.61200	51207
18.61600	51233
18.62000	51232
18.62400	51195
18.62800	51253
18.63200	51288
18.63600	51256
18.64000	51304
18.64400	51380
18.64800	51395
18.65200	51378
18.65600	51449
18.66000	51525
18.66400	51588
18.66800	51630
18.67200	51588
18.67600	51584
18.68000	51560
18.68400	51547
18.68800	51576
18.69200	51567
18.69600	51532
18.70000	51550
18.70400	51620
18.70800	51598
18.71200	51507
18.71600	51436
18.72000	51400
18.72400	51479
18.72800	51605
18.73200	51635
18.73600	51651
18.74000	51651
18.74400	51647
18.74800	51694
18.75200	51705
18.75600	51680
18.76000	51597
18.76400	51599
18.76800	51657
18.77200	51736
18.77600	51785
18.78000	51793
18.78400	51828
18.78800	51851
18.79200	51935
18.79600	52006
18.80000	52015
18.80400	51986
18.80800	52077
18.81200	52186
18.81600	52163
18.82000	52197
18.82400	52205
18.82800	52199
18.83200	52160
18.83600	52156
18.84000	52206
18.84400	52198
18.84800	52216
18.85200	52249
18.85600	52311
18.86000	52320
18.86400	52311
18.86800	52291
18.87200	52290
18.87600	52337
18.88000	52372
18.88400	52357
18.88800	52322
18.89200	52359
18.89600	52469
18.90000	52556
18.90400	52659
18.90800	52730
18.91200	52723
18.91600	52675
18.92000	52612
18.92400	52698
18.92800	52731
18.93200	52663
18.93600	52624
18.94000	52600
18.94400	52633
18.94800	52688
